authorDisplayName,commentDatePublished,videoId,videoDatePublished,likeCount,replyCount,text,timeDifference,boolean
@PamelaWilliamson-e9e,2025-09-29 10:25:11+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Hello, I am really interested in working with your mentor because I am tired of losing so much money in trading. I have tried watching a lot of videos but I am still confused because they all have different things to say. How can I reach him ????",34107,1
@BruceKnight-w1t,2025-09-29 10:25:48+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"HE&#39;S MOSTLY ON TELEGRAMS,",34144,1
@BruceKnight-w1t,2025-09-29 10:25:59+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,@Rolandotif  THAT&#39;S THE USER NAME,34155,1
@BruceKnight-w1t,2025-09-29 10:26:24+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,Verify and write ✍ only to the user name,34180,1
@PamelaWilliamson-e9e,2025-09-29 10:26:40+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,I&#39;m very glad I stumbled on this today writing to him now. Really hope  he can help me too,34196,1
@DorisHayes-u7e,2025-09-29 10:29:10+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Great perspective and hes points are very rational. I&#39;m very glad I stumbled on this today writing to him now really hope he can help me too using my check to do this🙏,34346,1
@Tboy-m5h,2025-09-29 10:05:24+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,92,17,"Thank you for the update. I advise traders, especially beginners, to research the market before jumping in. I must say that trading offers more benefits than simply staying invested. Thanks, Mikel for keeping me up to date. I&#39;m glad I started using your program. ❤‍🔥",32920,1
@chiaa070770,2025-09-29 10:05:55+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Please let me know. I&#39;ve come across this name before. Now I&#39;m interested. How can I contact him?,32951,1
@Tboy-m5h,2025-09-29 10:06:08+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,TE LE GRAM ✊✅,32964,1
@Tboy-m5h,2025-09-29 10:06:13+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,@MikelEtradex✊⭐…,32969,1
@Tboy-m5h,2025-09-29 10:06:20+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,is the only official verified blue account...,32976,1
@chiaa070770,2025-09-29 10:06:43+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Thanks for sharing such valuable information🙏🤙,32999,1
@user-jo7yy1qp2l,2025-09-29 10:06:54+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Edward Mikel expertise is truly commendable. He has a remarkable skill in making complex cryptographic concepts easy to understand.,33010,1
@LyunChouin,2025-09-29 10:07:17+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,I see it as a second chance in life to succeed,33033,1
@JoelHorsley,2025-09-29 10:08:36+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"It is the best, to be honest, it is also beneficial for me. This inflation has taught people the importance of multiple incomes. Investments help a lot.",33112,1
@HildegardaRuston,2025-09-29 10:09:02+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"I started with a small amount, but Edward Mikel signals were so accurate that I was profitable from day one. I’ve now turned a $5,000 trade into over $33,500.",33138,1
@Axis-z3t,2025-09-29 10:09:15+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Investments are currently the most profitable business in the world. Real estate, stocks and cryptocurrencies are positively changing people&#39;s lives...",33151,1
@ShaverPorto,2025-09-29 10:10:19+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Good info, I appreciate your interest, this will help a lot especially to young Bitcoin investors who have little to no knowledge of how the Bitcoin market works...",33215,1
@user-oe8hr1zh7u,2025-09-29 10:10:32+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Investments are currently the most profitable business in the world. Real estate, stocks and cryptocurrencies are positively changing people&#39;s lives...",33228,1
@langa200830,2025-09-29 10:10:54+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Edward Mikel coaching is not only educational but also motivating. He makes sure you stay on track and encourages you to keep improving.,33250,1
@olteharris6369,2025-09-29 10:11:34+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"I started with a small amount, but Edward Mikel signals were so accurate that I was profitable from day one. I’ve now turned a $5,000 trade into over $33,500.",33290,1
@F7eYouk,2025-09-29 10:11:49+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"He&#39;s a mentor! Nothing new here because I have been on his coaching scheme for over 8 months now and the outcome has been wonderful Great to see you guys talking about him, he changed the game for me.",33305,1
@PolTellez,2025-09-29 10:12:33+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Well, this is not the first time I&#39;ve seen his name on a social platform. I think he&#39;s extremely brilliant and lucrative at the same time",33349,1
@CundyAsencio,2025-09-29 09:22:50+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,332,2,BOOM! Bought in at the start of XA14P with $10k and turned it into a quick $70K profit and got out of there. DON&#39;T GET GREEDY!,30366,1
@RavenCharles-s4b,2025-09-29 13:11:32+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"It’s a happy day for me and I feel I must share my testimony. People work for more than 10years  just to have less than  $2m in their retirement, Meanwhile some people become multi millionaires within a short period by just making the right choices. I am a living testimony, I went from debt to making an average of $200k every month, thanks to Charlotte Parnell . I pray that anyone who reads this will be successful in life.",44088,1
@Marie440-l8r,2025-09-29 13:12:09+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,This is wild… I have seen her name before but did not  think much of it. Hearing stories like this makes me wonder if I have been sleeping on a big opportunity,44125,1
@MariannaGpp,2025-09-29 09:18:29+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,813,4,XA14P is up by 5.73% in the last 24 hours. This is not explosion. This is a start. The real explosion is when XA14P Breaks $1,30105,1
@JackandJill-o3s,2025-09-29 14:01:31+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Heavy on tech stocks at the moment. Gonna let it ride for now and rebalance down the road.,47087,1
@SloanCapitalReport,2025-09-29 14:03:13+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,same here. tech is and has been carrying for the last 10 years. i dont know if i see it slowing. yes they have high p/e ratios but they have very high e’s,47189,1
@ChristopherDean-o7q,2025-09-29 14:06:53+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"My investments are mostly tech-focused, it’s where I see the most innovation. That said, I had to learn how to manage the risks. Martha Ann Nielsen, a CFA, helped me structure things so I can stay confident without going overboard. Definitely helpful.",47409,1
@SloanCapitalReport,2025-09-29 14:09:38+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Found her webpage on Google, I wrote her an email and scheduled a call. Thank you.",47574,1
@johnsonlarry-b6y,2025-09-29 06:03:48+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,275,8,"Friends say sell, but I’m holding GROK47A till at least x60",18424,1
@aleclester-r5x,2025-09-29 08:35:18+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"I lost over $80k when everything started to tank. Not because I was in an exchange that went belly up. I was just stupid to hold and because that&#39;s what everyone said. I&#39;m still responsible. It just taught me to be a better investor now that I understand more of what could go wrong. It took me over two years of being in the market, I&#39;m really grateful I found one source to recover my money, at least $10k profits weekly. Thanks Catherine Gauthier.",27514,1
@aleclester-r5x,2025-09-29 08:35:25+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"She&#39;s mostly on Telegrams, using the user name.",27521,1
@aleclester-r5x,2025-09-29 08:35:35+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,GAUTHIER6  ✅¯..that&#39;s it,27531,1
@IsabellaCharlotte-n4b,2025-09-29 08:36:08+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Wow. I&#39;m a bit perplexed seeing her been mentioned here also Didn&#39;t know she has been good to so many people too this is wonderful, I&#39;m in my fifth trade with her and it has been super.",27564,1
@KellyJohnson278,2025-09-29 08:36:30+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"She is my family&#39;s personal Broker and also a personal Broker to many families in the United states, she is a licensed broker and a FINRA AGENT in the United States.",27586,1
@stevehulmes,2025-09-29 08:36:57+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"This is amazing, You trade with Catherine Gauthier too? Wow that woman has been a blessing to me and my family.",27613,1
@AlesiaGurrola3621,2025-09-29 08:37:22+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,I was skeptical at first till I decided to try. Its huge returns is awesome. I can&#39;t say much,27638,1
@BaoHuynh-m8x2g,2025-09-29 05:51:25+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,8,"<b>I’m glad you made this video, I can recall when I was homeless and faced many things in life until $23,000 biweekly began rolling in and my Life went from A homeless nobody to a different person with good things to offer God bless Mrs Emily Gianna !!!!</b>",17681,1
@EUGENETANNA,2025-09-29 05:51:59+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,how do you make such?? I&#39;m a born Christian and sometimes I feel so down myself because of low finance but I still believe in God,17715,1
@GUYALBINA,2025-09-29 05:52:26+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"As a beginner, it is essential that you have a mentor to help you stay accountable. In my case,  EMILY GIANNA and I highly recommend her. I focus on her. To be honest, I&#39;m almost hesitant to let someone take charge of growing my finances, but I&#39;m so glad I did!",17742,1
@GUYALBINA,2025-09-29 05:52:44+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"wow this awesome  I&#39;m 52 and have been looking for ways to be successful, please how??",17760,1
@VIRGILIOMAYRA,2025-09-29 05:53:03+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Emily Gianna investment is the best way of making money in the market due to a lack of experience which resulted in loosing funds.But  Mrs Emily Gianna  , restored hope shes a good woman",17779,1
@RAMIROEVELYNE,2025-09-29 05:53:20+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Wow I know her too!  Emily Gianna  is a remarkable individual whom has brought immense positivity and inspiration into my life.,17796,1
@JONAS-c5o6uy,2025-09-29 05:53:36+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"My family has been working with Ms. Emily Gianna for two years, and his insights are incredible. I really appreciate her honesty!",17812,1
@FELIXSOL-n4m,2025-09-29 05:53:52+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"This sounds so good, and I would like to be a part to this. Is there any way I can speak with her??   i&#39;m new here",17828,1
@VIRGILIOMAYRA,2025-09-29 05:56:57+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,<b>@PROFITWITHGIANNA</b>,18013,1
@RobertDeveau-j4j,2025-09-29 03:36:14+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,58,30,<b>I have 15k ready but not very experienced. How do I get started?</b>,9570,1
@Ttt-k4b,2025-09-29 03:37:56+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,"Dude, I&#39;m not wanting to get rich I just want to live the basics of life comfortably. Like, I want to pay my bills, get my groceries and be able to maybe go see a movie. Can barely do the bills and groceries. 😑",9672,1
@Ggh-h6i,2025-09-29 03:38:31+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"For a couple of time now, I have a strong desire to earn in digital currency but I don&#39;t know how to go about it.",9707,1
@Fhhk-d9s,2025-09-29 03:39:19+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,Am willing to invest heavily on it but as a beginner I don&#39;t want to lose my hard earned money. I wish I could get the help of a reliable pro to guide me.,9755,1
@MacAlexis-i9q,2025-09-29 03:39:47+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"The market is highly sensitive and volatile, it needs the assistance of a professional assigned by a brokerage company who will teach,direct or even manage your funds professionally as a newbie.",9783,1
@ShannonSampson-f9s,2025-09-29 03:40:29+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Ms Eloise w. George investment is the best way of making money in the market due to a lack of experience which resulted in loosing funds. But Ms Ms Eloise w. George , restored hope shes a good woman",9825,1
@SponsoredMehra,2025-09-29 03:41:46+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"How can she be contacted, I have messed up a lot trying to do it on my own",9902,1
@DylanDevine-k1v,2025-09-29 03:42:30+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,The most serious step to take in life is to make the right decisions at the right time. Am not regretting investing in digital currency today. My life is a testimony.,9946,1
@NatáliaFigueira-t3e,2025-09-29 03:42:56+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"I’ve been trading with Ms Eloise w. George  for a while now, and I must say her strategies are on point. If you’re really looking to grow in the market, I’d recommend working with her. She’s consistent, knowledgeable, and results-driven.",9972,1
@VickieLuis,2025-09-29 03:43:35+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"I want to try a different way this time, How can I get her info?",10011,1
@hammerfist420,2025-09-29 03:43:36+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Oh!  Just give it to me.  I gotcha 😉,10012,1
@ShannonSampson-f9s,2025-09-29 03:44:41+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,I will leave her information below this comment,10077,1
@ShannonSampson-f9s,2025-09-29 03:44:52+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"SHE&#39;S mostly  on TELE GRAMS, using the user name below 👎",10088,1
@ShannonSampson-f9s,2025-09-29 03:53:26+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,<b>EXPERTELOISE</b>,10602,1
@ShannonSampson-f9s,2025-09-29 03:54:58+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Please tell her that I am your referee ✨,10694,1
@RenaLodi-c9n3s,2025-09-29 03:55:30+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Thank you. I&#39;ll message her  and mention I was referred by you.,10726,1
@RenaLodi-c9n3s,2025-09-29 03:55:41+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Though I started with as low as $6,000 actually because it was my first time and it was successful. She&#39;s is a great personality in the state",10737,1
@JasonMurphy-z3y,2025-09-29 03:56:13+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,thought I was the only one familiar with her. She has a good reputation I guess.,10769,1
@Bomboclack-n6j4j,2025-09-29 03:56:39+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"There&#39;s nothing to compare with having your own money, having your own time, paying your own bills and living a good and luxurious lifestyle. God bless Ms Eloise w. George",10795,1
@juanyanez755,2025-09-29 04:05:07+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,Omg so fake thread brPls dont waste your time with these scammers,11303,1
@Doomsday-c8y1j,2025-09-29 04:15:11+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Nice! I&#39;m interested in this too,11907,1
@sircaliber1,2025-09-29 04:15:27+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,Don&#39;t listen to youtubers,11923,1
@ShaneFit,2025-09-29 04:17:19+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Split it into 5-6 good names that mean something to you and maybe ($VOO or $SPY) or ($QQQ / $DIA) ($SCHD as a bond play) then pick names you want to diamond hands and never look back.,12035,1
@Paulson-x6g,2025-09-29 04:17:28+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"invested $19k with her. I&#39;ve made a net profit of around $46,350",12044,1
@Rossblinks,2025-09-29 04:18:44+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"The market is highly sensitive and volatile, it needs the assistance of a professional assigned by a brokerage company who will teach,direct or even manage your funds professionally as a newbie.",12120,1
@JudgeMatty,2025-09-29 04:53:00+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,​@@ShannonSampson-f9sEloise is a thief and will steal your money 😒,14176,1
@ClipHutt,2025-09-29 04:54:09+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Put it all on black then you’ll have 30k,14245,1
@jamesmadill9097,2025-09-29 05:05:42+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Just give it to me, you&#39;re going to lose it anyways😂😂",14938,1
@Senfgurk3,2025-09-29 05:06:21+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Probably you should start by Investing into an ETF like msci-world,14977,1
@Investments_and_motivation,2025-09-29 06:37:33+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Start small slow and learn get used to money fluctuations,20449,1
@jeremiest-louis2943,2025-09-29 14:49:23+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"S&amp;P 500, or other etfs that have companies you believe will grow.",49959,1
@MarieBrooks-q7n,2025-09-29 10:33:41+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,111,14,"I just want to express my heartfelt thanks — your insights and recommendations over the weekend played a key role in helping me reach $45K today. I started with just $6K last month, and through precise timing and strategic decisions, the journey has been nothing short of incredible. I’m truly grateful for the knowledge you’ve shared.",380407,1
@BrandonNewman-k5l,2025-09-29 10:34:39+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,"That’s absolutely amazing 🎉 — congratulations on turning $6K into $45K in such a short time! 🚀 That kind of growth doesn’t happen by luck alone; it shows you’ve been disciplined, focused, and willing to act on insights with confidence.",380465,1
@MarieBrooks-q7n,2025-09-29 10:35:32+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Thank you 🙏 — I really appreciate you saying that.,380518,1
@DanielShaw-z5r,2025-09-29 10:35:46+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"That’s solid growth. I’ve been in the space for a while, but I still fumble entries. Are you trading off your own strategy or following someone?",380532,1
@MarieBrooks-q7n,2025-09-29 10:36:31+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Good question,380577,1
@MarieBrooks-q7n,2025-09-29 10:36:43+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,"Rolando Diaz  is my mentor he&#39;s probably the best I&#39;ve ever come across, he is well recommended for newbies and his  technical analysis is one of the best out there any investor can engage with.",380589,1
@AndrewFields-r6d,2025-09-29 10:36:53+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,"wow you know him! I&#39;ve followed many traders over the years, but none have been as consistently accurate as Diaz ... he&#39;s truly in an inspiration to us all..",380599,1
@ElizabethLane-z3q,2025-09-29 10:37:24+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,"He is a great mentor, since I found him I have even stop listening and watching other contents and just follow him coz I understand his teaching so well and easy for me to adopt",380630,1
@DeniseHopkins-x1l,2025-09-29 10:38:17+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,That man has been so helpful when it comes to generating accurate signals for traders either old or new. I&#39;ll forever give him credits,380683,1
@CaterinaRinaldi-j5t,2025-09-29 10:39:07+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"Hello, I am really interested in working with your mentor because I am tired of losing so much money in trading. I have tried watching a lot of videos but I am still confused because they all have different things to say. How can I reach him ????",380733,1
@MarieBrooks-q7n,2025-09-29 10:39:35+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"HE&#39;S MOSTLY ON TELEGRAMS,",380761,1
@MarieBrooks-q7n,2025-09-29 10:39:46+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,@Rolandotif  THAT&#39;S THE USER NAME,380772,1
@MarieBrooks-q7n,2025-09-29 10:40:02+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,HE ONLY HAVE ONE ACCOUNT AND IT`S VERIFIED ☑,380788,1
@CaterinaRinaldi-j5t,2025-09-29 10:40:11+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,I&#39;m very glad I stumbled on this today writing to him now. Really hope  he can help me too,380797,1
@AlbertKnight-g8i,2025-09-29 10:40:53+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Great perspective and hes points are very rational. I&#39;m very glad I stumbled on this today writing to him now really hope he can help me too using my check to do this🙏,380839,1
@kelvinH577,2025-09-29 04:43:12+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,39,21,"Thanks for the continuous updates, I started stocks investment with $3,350, and since following you for a few weeks now and I&#39;ve gotten, $18579. It&#39;s a small gain to many but large to me as the more I get, the more I can do",359378,1
@MARYLINDEVILLE,2025-09-29 04:55:42+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Wow congratulations on your impressive investment success🎉🎉please can you share more about the investment,360128,1
@kelvinH577,2025-09-29 04:57:18+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,I consistently recommend Evelyn Burchett as my top choice. She&#39;s well-known for her expertise in financial markets and has an impressive track record. I highly endorse her services.,360224,1
@RihaCynthia,2025-09-29 05:01:33+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,It is good to seek legit guide before venturing into trading to avoid losses,360479,1
@sarahbryant2712,2025-09-29 05:03:02+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"Magnificent, Can you share more info?",360568,1
@henryjohn7439,2025-09-29 05:04:44+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Finding someone truly skillful is hard. I&#39;m happy to see that a lot of people found Evelyn,360670,1
@petermanvill5121,2025-09-29 05:09:15+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,I want to start too but i don&#39;t know how..,360941,1
@AhmadMuhammad2546,2025-09-29 05:10:44+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Honestly I really need help learning this.,361030,1
@gorgealex8068,2025-09-29 05:14:36+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"You have just said it all Mr Kelvin, I have made more than 90K God bless Evelyn Burchett and God bless United Kingdom🇬🇧",361262,1
@Alice_Walton,2025-09-29 05:15:38+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"so sweet.🥰 I&#39;m a little surprised you mention it here too. I didn&#39;t know she was good with so many people too. This is wonderful, I&#39;m on my fifth operation with her and it&#39;s been great.",361324,1
