Timestamp,Username,VideoID,Text,Date,Boolean
2024-10-05T02:09:05Z,@FINAL-B0SS,nGF4-8gRyn4,"For me the sweet spot is functional quality wardrobe, comfortable safe reliable vehicles, experiences with family and friends, outsourcing time consuming chores, quality health/fitness/food, consumer goods that give me joy and I can be passed down like nice watches/jewelry that I develops strong sentimental attachments to because they are associated with my experiences. I still save and invest, but like Graham, I spent my early days doing all the deferred gratification things so now I have options.",2024-10-05T02:09:05Z,0
2024-10-05T02:05:20Z,@SangTalksMoney,nGF4-8gRyn4,My video didn't make it to Graham's highlight reel :(,2024-10-05T02:05:20Z,0
2024-10-05T01:55:13Z,@ThomsonReed-l7y,nGF4-8gRyn4,Armstrong Fort,2024-10-05T01:55:13Z,0
2024-10-05T00:11:06Z,@JuddSherwood-k3e,nGF4-8gRyn4,McKenzie Plains,2024-10-05T00:11:06Z,0
2024-10-05T00:05:43Z,@TiagoRamosVideos,nGF4-8gRyn4,Very interesting 👌,2024-10-05T00:05:43Z,0
2024-10-04T23:41:46Z,@HuyLe-ec2rj,nGF4-8gRyn4,"I don't need to look poor, I am poor 😅.",2024-10-04T23:41:46Z,0
2024-10-04T23:38:46Z,@daniel45674,nGF4-8gRyn4,But Graham looking poor does not help you build social capital.,2024-10-04T23:38:46Z,0
2024-10-04T22:43:43Z,@AllTechGadgets,nGF4-8gRyn4,I will spend my money on whatever makes me happy. I love buying name brands and love flying business classes on vacation. Only one life to live. Live it fully.,2024-10-04T22:43:43Z,0
2024-10-04T21:58:13Z,@Droconuss,nGF4-8gRyn4,Lol fast cars......nah just give me that beater that gets you from point A to point B and works! Pretty easy stuff here.,2024-10-04T21:58:29Z,0
2024-10-04T21:42:35Z,@VictorMTaveras,nGF4-8gRyn4,"I ""look poor"" because I'm poor lol",2024-10-04T21:42:35Z,0
2024-10-04T21:23:04Z,@Ps7apple,nGF4-8gRyn4,49ers rookie Ricky Pearsall shot in chest because robber wants his rolex watch.  It is easy for me to look poor since I grew up poor.  Dont care if you look down at me.,2024-10-04T21:23:04Z,0
2024-10-04T21:05:28Z,@simplydividends,nGF4-8gRyn4,Might as well turn off comments until these bots are dealt with.,2024-10-04T21:05:28Z,0
2024-10-04T20:45:35Z,@joebill3290,nGF4-8gRyn4,one of the best videos you have put out.,2024-10-04T20:45:35Z,0
2024-10-04T20:10:43Z,@ingbor4768,nGF4-8gRyn4,"I can't avoid looking poor

Because, I am really poor",2024-10-04T20:10:43Z,0
2024-10-04T19:28:41Z,@JustAnAmuricanBoy,nGF4-8gRyn4,Why is the ding on the like button the loudest thing I’ve ever heard in my life,2024-10-04T19:28:41Z,0
2024-10-04T19:07:08Z,@mockarena1753,nGF4-8gRyn4,"If no one ever saw what you bought, would you still buy it?",2024-10-04T19:07:17Z,0
2024-10-04T19:00:19Z,@YangSui,nGF4-8gRyn4,"Agree with everything and enjoyed the video. For a while though, there was a GT40 shaped elephant in the room :D",2024-10-04T19:00:19Z,0
2024-10-04T18:03:35Z,@AmviciousRav,nGF4-8gRyn4,"It’s about substance not branding. if you are showing off you are projecting insecurities. I live in Cali, it’s easy to spot a larp.",2024-10-04T18:05:17Z,0
2024-10-04T17:36:42Z,@sydneymav,nGF4-8gRyn4,spend money on the good shi,2024-10-04T17:36:42Z,0
2024-10-04T17:28:33Z,@exoticcarmarket,nGF4-8gRyn4,“Why it’s important to look poor” —  **Films video in front of his $500k+ Ford GT**,2024-10-04T17:28:33Z,0
2024-10-04T17:31:02Z,@exoticcarmarket,nGF4-8gRyn4,Although I do agree with mostly everything you said 😅,2024-10-04T17:31:02Z,0
2024-10-04T17:24:46Z,@XoticLLC,nGF4-8gRyn4,"Graham, I find your videos. Awesome could you do a income update?",2024-10-04T17:24:46Z,0
2024-10-04T17:11:55Z,@pentrubarbati,nGF4-8gRyn4,i prefer to look poor and be free then look rich  and be a slave,2024-10-04T17:11:55Z,0
2024-10-04T17:05:27Z,@lovecruiselife,nGF4-8gRyn4,12:37 So true!  I spend weeks if not months looking forward to a cruise,2024-10-04T17:05:27Z,0
2024-10-04T15:54:30Z,@plasmainferno,nGF4-8gRyn4,"if everyone were to look and live broke, I wonder who would be wealthy",2024-10-04T15:54:30Z,0
2024-10-04T15:26:06Z,@charlieoliver7538,nGF4-8gRyn4,My bucket list: run into you in person just so I can say “but Graham…”,2024-10-04T15:26:06Z,0
2024-10-04T15:05:49Z,@StefanBe,nGF4-8gRyn4,Expensive cars and clothes can give you options when it comes to women 😀 I think this is the reason most people do it.,2024-10-04T15:05:49Z,0
2024-10-04T14:59:00Z,@JamesPrpich,nGF4-8gRyn4,The rich stay rich because they live like they are poor. The poor stay poor because they live like they are rich.,2024-10-04T14:59:27Z,0
2024-10-04T14:29:05Z,@nonnegotiable2777,nGF4-8gRyn4,"Just ask people in elite enclaves ""what is the best public school to send your kids to"".

If they say ""we don't send our kids to public schools around here"" (Or something similar), that person is definitley living a delusion.",2024-10-04T14:29:05Z,0
2024-10-04T14:24:21Z,@Overcast_Plague,nGF4-8gRyn4,*likes video with jordans 4’s and a supreme shirt,2024-10-04T14:24:21Z,0
2024-10-04T13:58:20Z,@thevibrationroom7584,nGF4-8gRyn4,"I don’t care for designer brands because I find it silly that they have their logo all over them. However, I found a fake Channel purse at the thrift one day and I bought it as a joke for a friend. But instead, I got the biggest kick out of how people responded to me when I had it on me. The amount of people that gushed over it was hilarious! They treated me very differently because of their impression of what it meant. People are so silly",2024-10-04T13:58:20Z,0
2024-10-04T13:41:02Z,@zumbc,nGF4-8gRyn4,"“True wealth whispers, while false riches boast loudly.”",2024-10-04T13:41:02Z,0
2024-10-04T11:53:26Z,@clint3099,nGF4-8gRyn4,I'm so broke I can't afford to pay attention.,2024-10-04T11:53:26Z,0
2024-10-04T11:03:07Z,@NMEofdaST8,nGF4-8gRyn4,what’s good with all the bot comments,2024-10-04T11:03:07Z,0
2024-10-04T10:55:54Z,@cmw3737,nGF4-8gRyn4,"Look at me. I'm a walking advertisement for some rich guy in France. Yeah, not for me.",2024-10-04T10:55:54Z,0
2024-10-04T10:53:07Z,@jeffgordon4491,nGF4-8gRyn4,"Hypocritical 
Look at that car behind you!",2024-10-04T10:53:07Z,0
2024-10-04T09:41:57Z,@jacobjanssen2959,nGF4-8gRyn4,You can look wealthy for very little money. It’s about matching clothes . You dont need all these idiot brands.,2024-10-04T09:41:57Z,0
2024-10-04T06:33:01Z,@peartreedu,nGF4-8gRyn4,"I understand the point about luxury brands often being seen as mere signals of disposable income, but I respectfully disagree with that simplistic view.

At its core, luxury should be about taste.

A true luxury brand doesn’t just broadcast wealth—it resonates with personal style and refinement.

It's about craftsmanship, uniqueness, and how well it aligns with the individual’s preferences and lifestyle.

When a luxury brand genuinely matches taste, it transcends its price tag, offering something more meaningful than status: a reflection of who you are.

While some people, particularly the newly wealthy, view luxury brands primarily as symbols of financial status, others recognize them as aligned with their personal ideals. For these individuals, it’s not just about showcasing wealth—it’s about selecting products that resonate with their sense of style, values, and the quality they appreciate. True luxury is about connection to taste and identity, not just economics.",2024-10-04T06:33:01Z,0
2024-10-04T06:23:55Z,@aaronderouen5873,nGF4-8gRyn4,"Title of video is, ""Looking Poor"" while posted up in front of a Ford GT.",2024-10-04T06:23:55Z,0
2024-10-04T06:10:03Z,@rebeltheharem7028,nGF4-8gRyn4,"Yup. Experiences trump material goods. Things you buy are temporary, but things you do, you remember forever.",2024-10-04T06:10:03Z,0
2024-10-04T05:49:59Z,@NowWeEats,nGF4-8gRyn4,Dang man I've been bored at work waiting for you to drop a video... What's your video schedule?,2024-10-04T05:49:59Z,0
2024-10-04T05:40:58Z,@LadyPantera57,nGF4-8gRyn4,"I have 24 identical shirts and several pairs of pants look the same, and I've had all of the shirts since 2017 or earlier.  I bought the shirts in bulk from a wholesale us manufacturer that has organic clothing, so the great quality and they were a great price.  When I have to wear something else, it's extremely stressful and I don't like the way it fits.  

My biggest spending issues are food and things that could be useful for my business.  I'm not eating at restaurants all the time or getting pricey dinners, it's just hard to find food that everyone in the house is willing to eat, so finding separate food for everyone adds up quickly.  Sometimes we get Domino's or, even better, Costco pizza! 

I guess I need to learn how to eat in a more thrifty way and to work with the business items I already have, but I'm glad I've never been obsessed with logos!",2024-10-04T05:40:58Z,0
2024-10-04T04:44:01Z,@348frank348,nGF4-8gRyn4,[H&M has left the chat],2024-10-04T04:44:01Z,0
2024-10-04T03:14:18Z,@elmerrivera8336,nGF4-8gRyn4,True. Knowing I can buy anything I want is satisfying.,2024-10-04T03:14:18Z,0
2024-10-04T03:14:14Z,@redrider_00,nGF4-8gRyn4,Should I like this video just because others do?,2024-10-04T03:14:14Z,0
2024-10-04T02:14:24Z,@WholeHeartily,nGF4-8gRyn4,"You can buy literally ANY brand from the thrift store. Shop near wealthy communities. I live in FL, so people from up north move down here and die or downsize or change their style to something more “Florida” lol. I’m happy to take heritage classics off their hands",2024-10-04T02:14:24Z,0
2024-10-04T01:22:38Z,@Tonybologne805,nGF4-8gRyn4,I’d rather look like a clown than have my money down,2024-10-04T01:22:38Z,0
2024-10-04T01:14:37Z,@joshgomez7522,nGF4-8gRyn4,Lot of poor people in the comment section it seems.,2024-10-04T01:14:37Z,0
2024-10-04T01:11:20Z,@stcliffo4388,nGF4-8gRyn4,Options you say? TSLA calls it is!,2024-10-04T01:11:20Z,0
2024-10-04T00:59:00Z,@iTzDritte,nGF4-8gRyn4,Graham is really late to the “looking poor” trend 😂,2024-10-04T00:59:00Z,0
2024-10-04T00:13:57Z,@MellowWave-r6k,nGF4-8gRyn4,"I need help please, I dont know what to do I'm tired,I just want to help my parents have a better life, is it okay to ask for help or shouldn't I, I don't know, it's just a lot",2024-10-04T00:13:57Z,0
2024-10-04T00:04:28Z,@eddylauterback1312,nGF4-8gRyn4,"Graham wears a 10,000 dollar watch",2024-10-04T00:04:28Z,0
2024-10-03T21:57:28Z,@jonscruggs3330,nGF4-8gRyn4,Hey nice video graham. I enjoyed it.,2024-10-03T21:57:28Z,0
2024-10-03T21:01:26Z,@alexevans3149,nGF4-8gRyn4,I’ve been watching you since 2020 and I just want to say thank you for everything,2024-10-03T21:01:26Z,0
2024-10-03T21:01:07Z,@EandH2022,nGF4-8gRyn4,So true 💯💯💯,2024-10-03T21:01:07Z,0
2024-10-03T20:56:34Z,@GreenBroGermany,nGF4-8gRyn4,Buy Kaspa,2024-10-03T20:56:34Z,0
2024-10-03T20:47:28Z,@hiddenhillscoffee,nGF4-8gRyn4,"I 110% agree with this view on money.  TIME is the MOST valuable asset in the world, and everyone gets the same 24 hours.  How we choose to spend our time and money is (in my opinion) the most important decisions we make in life.  Those who are secure and confident about their time and money are the richest people alive.  There are too many people out there who are ""fake rich"" and losing the sense of THEIR human value.  Our God given talents, gifts and love are what people truly remember.  Not what car we drove or what we wore...which will all go in the landfill one day anyway.  Enjoy each day and choose to spend that time with those you care most about -- that's true wealth.",2024-10-03T20:47:28Z,0
2024-10-03T20:08:10Z,@afa8756,nGF4-8gRyn4,"Well, I don't need to pretend looking poor 😂",2024-10-03T20:08:10Z,0
2024-10-03T19:39:42Z,@ArmstrongMixture,nGF4-8gRyn4,Melancholy of Haruhi Suzumia soundtrack,2024-10-03T19:39:42Z,0
2024-10-03T19:29:14Z,@magdahalys,nGF4-8gRyn4,"bro every finance youtuber has made this video before u, worst most unoriginal video topic in history",2024-10-03T19:29:14Z,0
2024-10-03T19:28:14Z,@Ramxenoc,nGF4-8gRyn4,"I'm not a luxury brand type of guy. Most luxurious thing I own is my pc. Other than that maybe my Custom Nike shoes but I only have the one pair. Everything is else based on look, fit and price with my clothes.",2024-10-03T19:28:14Z,0
2024-10-03T19:15:29Z,@andremodesto,nGF4-8gRyn4,This one I have mastered 😂,2024-10-03T19:15:29Z,0
2024-10-03T19:12:21Z,@TheWildwoodPicker,nGF4-8gRyn4,"I know for a fact that you can go find designer brands like Nike, FootJoy, Callaway Golf, Tommy Hilfiger, Tommy Bahama, Carhartt, etc. in Goodwill Stores, Dick's Outlet Stores, Burlington Coat Factory Stores etc. for way, way less than buying them brand new. You just have to be willing buy secondhand clothes. I totally get what you're saying though. When my dad was alive, he used to dress very poor looking. I asked him why he didn't want to wear nicer newer clothes; his answer was simple... He said, ""Because I don't want people to know that I have money!"" I said, okay fair enough, and the rest is history!",2024-10-03T19:14:16Z,0
2024-10-03T18:56:56Z,@timehathtcg,nGF4-8gRyn4,My god the bots.....,2024-10-03T18:56:56Z,0
2024-10-03T18:42:40Z,@foobarFR,nGF4-8gRyn4,Bernard Arnault disliked this video,2024-10-03T18:42:40Z,0
2024-10-03T18:35:55Z,@Baptpich,nGF4-8gRyn4,I am multimillionaire and my jeans have holes and I drive a 2016 Ford focus 😅,2024-10-03T18:35:55Z,0
2024-10-03T18:33:36Z,@ConstantinMagureanu,nGF4-8gRyn4,"Aurelian it’s not a good quality brand. 
They are just replicas.",2024-10-03T18:33:36Z,0
2024-10-03T18:32:55Z,@MainlineFlippers,nGF4-8gRyn4,All of the big Gucci logos remind me of jockey lot clothing.  Even the real ones just look trashy to me.  JMO… Incase anyone wanted it. 🤣🤣,2024-10-03T18:32:55Z,0
2024-10-03T18:29:42Z,@dougm7828,nGF4-8gRyn4,How many bots you buy?,2024-10-03T18:29:42Z,0
2024-10-03T18:14:30Z,@MTN99999,nGF4-8gRyn4,"When it hurts less..... 🤔 it cost more . A lot of people are too busy trying to look rich instead of actually building wealth. But to each their own in this journey called life everybody pays the ""Tolls"" now you make the choice the more you pay earlier in your journey A.K.A Budget live below your means invest plan for long term wealth building eventually you wil never have to pay at some point. However, the less you pay A.K.A blow your moneys on liabilities and lifestyle inflation you will most likely pay""Tolls"" for the rest of your life. So choose whatever works for you! Good luck to you all and live your best life for you and never for others! Peace God Bless!",2024-10-03T18:14:30Z,0
2024-10-03T18:07:09Z,@alexsegovia2657,nGF4-8gRyn4,spend on what you need or really really desire 💪👍,2024-10-03T18:07:09Z,0
2024-10-03T17:52:53Z,@kabutoyakushi6618,nGF4-8gRyn4,Great advice besides saying to open a credit card... which is one of the worst pieces of advice I have heard all year.,2024-10-03T17:52:53Z,0
2024-10-03T19:08:37Z,@lukevrijland1551,nGF4-8gRyn4,Why,2024-10-03T19:08:37Z,0
2024-10-03T19:13:42Z,@kabutoyakushi6618,nGF4-8gRyn4,@@lukevrijland1551 Because there is no need for a credit card when you have a debt card. CCs get you in trouble because you are borrowing money when you don't need to.,2024-10-03T19:13:42Z,0
2024-10-03T17:51:03Z,@ahoblit,nGF4-8gRyn4,"Nike does make good long lasting shoes, at least as far. back as 2019 which is how long ago I bought mine. Still kickin. I know thats a pun.",2024-10-03T17:51:03Z,0
2024-10-03T17:46:50Z,@slicksiderepairllc2822,nGF4-8gRyn4,You should take some of your money and buy a pair of stilts.,2024-10-03T17:46:50Z,0
2024-10-03T17:45:45Z,@nateatgoodmayhemracing4597,nGF4-8gRyn4,"Graham, you've nailed the topic with this video. My friends and I have done some desert racing in the last year, and sharing the experience, cost, and enjoying the the full process really solidifies those memories.",2024-10-03T17:45:45Z,0
2024-10-03T17:37:59Z,@14manix,nGF4-8gRyn4,get the bots Graham,2024-10-03T17:37:59Z,0
2024-10-03T17:33:09Z,@TheGreekGodOfWallStreet,nGF4-8gRyn4,"The best thing about my money is that it is mine. I can spend it how I want, regardless of how Graham feels. Do I wear big logos? No, because I don’t like them. That doesn’t mean my wardrobe is cheap or that I like looking poor.",2024-10-03T17:33:09Z,0
2024-10-03T18:27:35Z,@jloutz,nGF4-8gRyn4,Well good for you then.,2024-10-03T18:27:35Z,0
