authorDisplayName,commentDatePublished,videoId,videoDatePublished,likeCount,replyCount,text,timeDifference,boolean
@MandeepGuidry,2025-09-29 13:14:25+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Hello from Texas, ºXonedium® your best call",44261,0
@EUGENETANNA,2025-09-29 05:51:59+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,how do you make such?? I&#39;m a born Christian and sometimes I feel so down myself because of low finance but I still believe in God,17715,1
@VickieLuis,2025-09-29 03:43:35+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"I want to try a different way this time, How can I get her info?",10011,1
@VIRGILIOMAYRA,2025-09-29 05:53:03+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Emily Gianna investment is the best way of making money in the market due to a lack of experience which resulted in loosing funds.But  Mrs Emily Gianna  , restored hope shes a good woman",17779,1
@MistyLegg-s3g,2025-09-29 13:20:16+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"For the next bullrun and yes that&#39;s still out there, ºXonedium® gonna be the main horse",44612,0
@TravisKoch-t7f,2025-09-29 13:20:46+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Elon knew the ºXonedium® idea and the key changes coming with it, better be prepared for a large run",44642,0
@MarieBrooks-q7n,2025-09-29 10:40:02+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,HE ONLY HAVE ONE ACCOUNT AND IT`S VERIFIED ☑,380788,1
@ShelbySullivan-t2m,2025-09-29 13:20:34+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Appreciate you since 2015, but ºXonedium® is the most powerful idea ever",44630,0
@Cyampagn,2025-09-29 14:02:07+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,8,1,"wtf is this comment section, I like your insights but this is also full of bots",47123,0
@VolkmanFern,2025-09-25 22:34:24+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,40,10,"Becoming a good trader takes time anmpatience. When i first got into trading i was liquidated twice, and lost my entire mortgage deposit. I could have given up, but decided to learn how to trade and put it into practice. 2 years later and I&#39;m up with 842k...",78050,1
@AngyMetcalf,2025-09-29 13:19:37+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"ºXonedium® appears like a cult, but then again everyone will have a lambo there, I believe that part is true",44573,0
@DylanDevine-k1v,2025-09-29 03:42:30+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,The most serious step to take in life is to make the right decisions at the right time. Am not regretting investing in digital currency today. My life is a testimony.,9946,1
@WillisTyquin,2025-09-29 13:13:22+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Imagine ºXonedium® at $1 now and $15 next year. That’s why I’m all in—no brainer!,44198,0
@MarcusMurphy-f2s,2025-09-29 13:15:10+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,It is a well written fact ºXonedium® is underestimated and underrated.,44306,0
@Investments_and_motivation,2025-09-29 06:37:33+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Start small slow and learn get used to money fluctuations,20449,1
@Rossblinks,2025-09-29 04:18:44+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"The market is highly sensitive and volatile, it needs the assistance of a professional assigned by a brokerage company who will teach,direct or even manage your funds professionally as a newbie.",12120,1
@IrwinBuck,2025-09-29 13:25:06+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,ºXonedium® army is a thing,44902,0
@DorisHayes-u7e,2025-09-29 10:29:10+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Great perspective and hes points are very rational. I&#39;m very glad I stumbled on this today writing to him now really hope he can help me too using my check to do this🙏,34346,1
@EsinHurley,2025-09-29 13:20:28+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,You think ºXonedium® is a joke? In two days you will be mad then,44624,0
@BaoHuynh-m8x2g,2025-09-29 05:51:25+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,8,"<b>I’m glad you made this video, I can recall when I was homeless and faced many things in life until $23,000 biweekly began rolling in and my Life went from A homeless nobody to a different person with good things to offer God bless Mrs Emily Gianna !!!!</b>",17681,1
@CraigPawson-h8y1,2025-09-29 10:44:27+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"I&#39;m new at this, please how can I reach her?",35263,1
@cindysin7208,2025-09-29 13:34:17+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,18,0,Apld@25brBmnr@75brHims@41brNavitas@6.43,45453,0
@mikesabatino5043,2025-09-29 16:23:01+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Did AMC ever blow up like this guy said it was going to?,55577,0
@Tboy-m5h,2025-09-29 10:06:20+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,is the only official verified blue account...,32976,1
@BruceKnight-w1t,2025-09-29 10:25:59+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,@Rolandotif  THAT&#39;S THE USER NAME,34155,1
@ChelsyMcginnis,2025-09-29 13:17:33+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Please some reviews for ºXonedium® you understand everyone talks about this?,44449,0
@KellyJohnson278,2025-09-29 08:36:30+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"She is my family&#39;s personal Broker and also a personal Broker to many families in the United states, she is a licensed broker and a FINRA AGENT in the United States.",27586,1
@ConwayFarnsworth,2025-09-29 13:25:49+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"If you’re holding ºXonedium® and ADA, don’t sell. Moon vibes incoming big time! 🔥",44945,0
@CaterinaRinaldi-j5t,2025-09-29 10:39:07+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"Hello, I am really interested in working with your mentor because I am tired of losing so much money in trading. I have tried watching a lot of videos but I am still confused because they all have different things to say. How can I reach him ????",380733,1
@faridasaid3659,2025-09-29 05:20:31+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,How can i participate in this? I sincerely espire to establish a secure financial future and am eager to participate,361617,1
@DomenicGrey-r1h,2025-09-29 13:20:41+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Thank you. ºXonedium® is avoiding all the other issues of other tokens so I am happy it was mentioned and leads the list,44637,0
@JoyBrandon-o3x,2025-09-29 13:25:00+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"ºXonedium® gonna go on a run, all the way UP!",44896,0
@kelvinH577,2025-09-29 05:23:04+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Just research the name and make it known to her...,361770,1
@DemetLeighton,2025-09-29 13:14:41+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,No bull run can exist without the impressive ºXonedium®,44277,0
@ShannonSampson-f9s,2025-09-29 03:54:58+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Please tell her that I am your referee ✨,10694,1
@RenaLodi-c9n3s,2025-09-29 03:55:41+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Though I started with as low as $6,000 actually because it was my first time and it was successful. She&#39;s is a great personality in the state",10737,1
@FELIXSOL-n4m,2025-09-29 05:53:52+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"This sounds so good, and I would like to be a part to this. Is there any way I can speak with her??   i&#39;m new here",17828,1
@RafalSteen,2025-09-29 13:14:14+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"$500 in ºXonedium® is relatively small but the 1000% or 2000% for next year, btw that does make sense if you understand them, is actually a steal and should be used",44250,0
@EzraTorphyDVM,2025-09-29 18:06:29+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Rory R Donald&#39;s is one of a kind, I&#39;m glad to hear others talk about him. So so nice to see this on YouTube",61785,0
@AndrewKyle-l9c,2025-09-29 19:17:34+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Wow congratulations on your impressive investment success🎉🎉 brPlease can you share more about the investment,66050,0
@KathleenHopkins-w4v,2025-09-29 10:24:42+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,That man has been so helpful when it comes to generating accurate signals for traders either old or new. I&#39;ll forever give him credits,34078,1
@ChristyDAmore,2025-09-29 05:17:41+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"Yeah, 200k from Evelyn Burchett, looking into acquiring a new House",361447,1
@ShannonSampson-f9s,2025-09-29 03:44:41+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,I will leave her information below this comment,10077,1
@kelvinH577,2025-09-29 04:43:12+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,39,21,"Thanks for the continuous updates, I started stocks investment with $3,350, and since following you for a few weeks now and I&#39;ve gotten, $18579. It&#39;s a small gain to many but large to me as the more I get, the more I can do",359378,1
@sarahbryant2712,2025-09-29 05:03:02+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"Magnificent, Can you share more info?",360568,1
@MacAlexis-i9q,2025-09-29 03:39:47+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"The market is highly sensitive and volatile, it needs the assistance of a professional assigned by a brokerage company who will teach,direct or even manage your funds professionally as a newbie.",9783,1
@BruceKnight-w1t,2025-09-29 10:23:03+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Good question,33979,1
@CraigPawson-h8y1,2025-09-29 11:08:58+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Thank you for this,  Will definitely reach out to her now. Thanks again",36734,1
@HugoStahl-o2e,2025-09-29 13:24:49+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,I sold my wife to buy ºXonedium®,44885,0
@MarieBrooks-q7n,2025-09-29 10:35:32+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Thank you 🙏 — I really appreciate you saying that.,380518,1
@RobertDeveau-j4j,2025-09-29 03:36:14+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,58,30,<b>I have 15k ready but not very experienced. How do I get started?</b>,9570,1
@ThueReis,2025-09-29 13:21:14+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Buying all the bags of ºXonedium® I can get. The reason is obvious,44670,0
@ShaverPorto,2025-09-29 10:10:19+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Good info, I appreciate your interest, this will help a lot especially to young Bitcoin investors who have little to no knowledge of how the Bitcoin market works...",33215,1
@BruceKnight-w1t,2025-09-29 10:23:20+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,"Rolando Diaz  is my mentor he&#39;s probably the best I&#39;ve ever come across, he is well recommended for newbies and his  technical analysis is one of the best out there any investor can engage with.",33996,1
@gmckean7,2025-09-29 14:14:02+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Do you run your own ethereum node? If not, you have to ask how decentralized is it compared to Bitcoin",47838,0
@OrtizVEino,2025-09-25 22:40:32+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"Wow. I&#39;m a bit perplexed seeing his name been mentioned here also Didn’t know he has been good to so many people too this is wonderful, I&#39;m in my fifth trade with him and it has been super",78418,1
@PilarAmes-m5o,2025-09-29 13:15:39+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,My $1000 on ºXonedium® are getting me out my my 9/5 job,44335,0
@VIRGILIOMAYRA,2025-09-29 05:56:57+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,<b>@PROFITWITHGIANNA</b>,18013,1
@ErezPuga,2025-09-29 13:20:52+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Good update. The confidence in ºXonedium® is well deserved.,44648,0
@Ttt-k4b,2025-09-29 03:37:56+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,"Dude, I&#39;m not wanting to get rich I just want to live the basics of life comfortably. Like, I want to pay my bills, get my groceries and be able to maybe go see a movie. Can barely do the bills and groceries. 😑",9672,1
@chiaa070770,2025-09-29 10:06:43+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Thanks for sharing such valuable information🙏🤙,32999,1
@JohnnyDiesel1519,2025-09-29 13:44:25+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Can you go back to months subscriptions, for the holiday season?",46061,0
@MariselaSpring,2025-09-29 13:16:37+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Awesome run for ºXonedium® it is better than XRP or ADA 🚀,44393,0
@SelinaKiser,2025-09-29 13:21:09+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Even my grandma asked me to hodl ºXonedium® she knows man,44665,0
@GeorgeCrofootgastelum,2025-09-26 16:39:07+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,2,0,"If you believe in the future, then indeed you will know that Bitcoin is really the future",143133,1
@WayneNelson-e1z,2025-09-29 10:24:05+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,1,0,"He is a great mentor, since I found him I have even stop listening and watching other contents and just follow him coz I understand his teaching so well and easy for me to adopt",34041,1
@MoneyMakerMachine-m2r,2025-09-29 16:57:44+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,2,0,"Yep, too many...",57660,0
@Senfgurk3,2025-09-29 05:06:21+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Probably you should start by Investing into an ETF like msci-world,14977,1
@mmadunatuflorence1453,2025-09-29 05:30:18+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,"Amazing!!! I&#39;m so excited, Ms Evelyn Burchett, being mentioned here? Because her strategies have also normalized winning trades for me. and it&#39;s a huge milestone for me looking back to how it all started.",362204,1
@DwayneSapien,2025-09-29 13:16:54+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,ºXonedium® gonna be so huge!,44410,0
@Bomboclack-n6j4j,2025-09-29 03:56:39+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"There&#39;s nothing to compare with having your own money, having your own time, paying your own bills and living a good and luxurious lifestyle. God bless Ms Eloise w. George",10795,1
@SharaiaPonder,2025-09-29 13:18:35+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Nobody stopping ºXonedium® thank you for your hard work,44511,0
@WayneKnowlton,2025-09-29 13:18:59+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Another day another quick rise for ºXonedium®, not even kidding",44535,0
@kelvinH577,2025-09-29 04:57:18+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,1,0,I consistently recommend Evelyn Burchett as my top choice. She&#39;s well-known for her expertise in financial markets and has an impressive track record. I highly endorse her services.,360224,1
@VolkmanFern,2025-09-25 22:39:32+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Rory R Donald&#39;s strategy has normalised winning trades for me also and it&#39;s a huge milestone for me looking back to brhow it all started,78358,1
@GwynneSepulveda-c2z,2025-09-29 13:13:50+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"The thing that ºXonedium® is ramping up before I can stack enough of it is concerning, they are so quick and I hope to get to 50k this year",44226,0
@AugustGeer-z1k,2025-09-29 13:24:26+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,ºXonedium® is the king. Everyone loves it,44862,0
@AlphonseSchwegel,2025-09-29 13:23:38+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,No bull run can exist without the impressive ºXonedium®,44814,0
@IsabellaCharlotte-n4b,2025-09-29 08:36:08+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Wow. I&#39;m a bit perplexed seeing her been mentioned here also Didn&#39;t know she has been good to so many people too this is wonderful, I&#39;m in my fifth trade with her and it has been super.",27564,1
@ElVagodeJoel,2025-09-29 16:25:22+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Thank you, Charlie. We truly appreciate your videos and the way you share your knowledge and work. You have no idea how many families have been receiving your help. In my case, I’m saving money for my daughter’s college.",55718,0
@mrtesla5724,2025-09-29 13:38:15+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,thoughts on UPST?,45691,0
@KeshiyaLane,2025-09-29 17:06:26+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,533,0,"Right now the DEX has a huge glitch
brIf you are swapping you are getting like x 7 I done a vldeo.",58182,0
@jenniferrobberts,2025-09-26 16:33:45+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,3,0,"How can I get in touch with her? Please, I need her contact info.🙏🙏🙏🙏",142811,1
@SchroederPequeno,2025-09-29 13:17:56+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,ºXonedium® is my green one 🚀 they rock 🚀,44472,0
@user-oe8hr1zh7u,2025-09-29 10:10:32+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"Investments are currently the most profitable business in the world. Real estate, stocks and cryptocurrencies are positively changing people&#39;s lives...",33228,1
@aliyuauwal2559,2025-09-29 05:19:34+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,Good to give her a head startbrPlease how can I get in touch with this Evelyn Burchett?,361560,1
@FaysalChiosso,2025-09-29 13:24:37+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Somehow ºXonedium® beats all markets,44873,0
@CelineWilliams-b1l,2025-09-29 13:14:35+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Somehow ºXonedium® beats all markets,44271,0
@SUANNADawn,2025-09-26 16:14:19+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,3,0,Check up Evelyn Morgan She&#39;s really one of the best and legit traders available right now.😢,141645,1
@CaterinaRinaldi-j5t,2025-09-29 10:40:11+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,I&#39;m very glad I stumbled on this today writing to him now. Really hope  he can help me too,380797,1
@bylakopbhu4852,2025-09-29 17:04:01+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,Lithium america tanked down next day after your video 😢😢.. maybe in long run will head up..,58037,0
@RihaCynthia,2025-09-29 05:01:33+00:00,xes9rMT9mBM,2025-09-25 00:53:34+00:00,0,0,It is good to seek legit guide before venturing into trading to avoid losses,360479,1
@DeshawnCoe,2025-09-29 13:15:16+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,everyone with brains buying ºXonedium® after last statement 🚀,44312,0
@NewDeluna,2025-09-29 13:15:57+00:00,nlEMfjF6YeM,2025-09-29 00:56:44+00:00,0,0,"I know that ºXonedium® will make some rich mfers in some months, mark my words",44353,0
